,intent_label,words,word_labels,length
2283,SetAlarm,Set a second alarm at 7:45,O O O O B-timeRange O,6
2284,GetWeather,Please give me the weather report in the newspaper,O O O O B-condition_description O O O O,9
2285,SetAlarm,Set wake up alarm for 6 a.m,O O O O B-timeRange I-timeRange O O O,9
2286,SetReminder,Remind me to start laundry this afternoon at 2,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,9
2287,SetReminder,remind me to get up in an hour,B-reminder_type O O B-todo I-todo B-timeRange I-timeRange I-timeRange,8
2288,SetAlarm,Set a wake up alarm for 10am,O O O O O B-timeRange I-timeRange,7
2289,SetReminder,remind me to call the doctor at 8am,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2290,SetAlarm,Set alarm 40 minutes from now,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2291,SnoozeAlarm,SNOOZE THE ALARM FOR 5 MINUTES,O O O B-timeRange I-timeRange I-timeRange,6
2292,SetReminder,remind me to take out the trash when I get home,O O O B-todo I-todo I-todo I-todo I-todo I-todo I-todo I-todo,11
2293,SetReminder,Remind me to get milk after school today,O O O B-todo I-todo I-todo I-todo B-timeRange,8
2294,ModifyAlarm,Can you change the 6:00 am alarm to 8 for monday,O O O B-timeRange O I-timeRange O B-timeRange I-timeRange I-timeRange I-timeRange,11
2295,ShowReminders,Show me all the reminders I have set for this weekend,O O O O B-reminder_type O O O B-timeRange I-timeRange I-timeRange,11
2296,SetReminder,Remind me 20 minutes before the eclipse on the 21st,O O B-timeRange I-timeRange I-timeRange O I-timeRange I-timeRange I-timeRange I-timeRange,10
2297,SetReminder,Remind me to send that email when I get to work,O O O B-todo I-todo I-todo O O O O O,11
2298,SetAlarm,set alarm for next months test,O O B-timeRange I-timeRange I-timeRange O,6
2299,CancelReminder,Cancel reminder to buy Hailee's shoes at the mall,O B-reminder_type O B-todo O I-todo I-todo I-todo I-todo,9
2300,SetAlarm,set an alarm for 16 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2301,SetReminder,Add a reminder to wish Jen a happy birthday tomorrow,O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo B-timeRange,10
2302,SetAlarm,Set alarm 12 minutes from now,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2303,SetAlarm,SET ALARM FOR 630 AM ON WEEKDAYS,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,7
2304,SetAlarm,set alarm for 7 am sundays,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2305,SetReminder,remind me to clean out the garage on the weekend,O O O B-todo I-todo O I-todo I-todo I-todo I-todo,10
2306,SetReminder,REMIND ME TO GET EGGS WHEN I GO TO THE GROCERY STORE,B-reminder_type O O B-todo I-todo I-todo I-todo I-todo I-todo I-todo I-todo I-todo,12
2307,SetAlarm,Set alarm for 8 tomorrow morning,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2308,CancelAlarm,Please turn off alarm automatically after 5 minutes,O O O O O B-timeRange I-timeRange I-timeRange,8
2309,SetReminder,Remind me at ten to record my daily routes,O O B-timeRange I-timeRange O B-todo I-todo I-todo I-todo,9
2310,SetReminder,Set a reminder to go to the mall to buy new shoes this Saturday,O O B-reminder_type O B-todo O I-todo I-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange,14
2311,SetReminder,set a reminder to take medication every day at 10am,O O B-reminder_type O B-todo I-todo B-timeRange I-timeRange B-timeRange I-timeRange,10
2312,SetAlarm,Set my alarm for 10 am EST,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2313,SetAlarm,Set an alarm every 15 minutes for a total of 60 minutes,O O O B-timeRange I-timeRange O O O O O B-timeRange I-timeRange,12
2314,SetReminder,Remind me to do workouts today,O O O O B-todo B-timeRange,6
2315,SnoozeAlarm,set my snooze for every 2 minutes,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2316,SetReminder,remind me to stop at moms tonight,O O O B-todo I-todo I-todo B-timeRange,7
2317,SetReminder,remind me what I needed at the store again,O O B-todo I-todo I-todo I-todo I-todo I-todo O,9
2318,SetReminder,Remind me that I have dance at 3,O O O O O B-todo B-timeRange I-timeRange,8
2319,CancelReminder,Remind me to email Stephanie,O O O B-todo I-todo,5
2320,SetReminder,Remind me of doctor's appointment Monday morning,B-reminder_type O O O I-todo B-timeRange I-timeRange,7
2321,SetAlarm,Go ahead and set am alarm for 5 am,O O O O O O B-timeRange I-timeRange I-timeRange,9
2322,SetAlarm,set an alarm in 5 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2323,ShowAlarms,what is my alarm schedule tonight,O O O O O B-timeRange,6
2324,SetReminder,Remind me to buy plane tickets on Monday morning at 8am,B-reminder_type O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,11
2325,CancelReminder,Cancel my reminder to buy eggs at grocery store,O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo,9
2326,SetReminder,Remind me to pay bills on the 22nd,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange,8
2327,SetReminder,Remind me to pick up butter after work at 6pm,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange,10
2328,SetAlarm,Add 2 additional alarms to the alarms every minute for the next 20 minutes,O O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,14
2329,ShowReminders,Read my reminders for this afternoon,O O O B-timeRange I-timeRange I-timeRange,6
2330,SetReminder,remind me to talk to mom later,O O O B-todo I-todo I-todo I-todo,7
2331,SetReminder,Remind me at 5 I have dinner plans,O O B-timeRange I-timeRange B-todo I-todo I-todo I-todo,8
2332,SetReminder,remind me to make a list,O O O B-todo I-todo I-todo,6
2333,SetReminder,Remind me to do dishes in 30 minutes,O O O B-todo I-todo B-timeRange I-timeRange I-timeRange,8
2334,SetAlarm,Set the alarm for 18 hours,O O O B-timeRange I-timeRange I-timeRange,6
2335,SetReminder,remind me about groceries when I'm at Target,O O O B-todo O O O O,8
2336,CancelReminder,delete the reminders set for this morning,O O B-reminder_type O B-timeRange I-timeRange I-timeRange,7
2337,SetReminder,Set a reminder that the ballgame is on at noon tomorrow,O O B-reminder_type O B-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,11
2338,CancelReminder,delete my doctor's appointment reminder,O O O I-todo B-reminder_type,5
2339,SetAlarm,Set alarm for 5 hours from now,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,7
2340,CancelReminder,Clear my 15min reminder for my Dentist Appt,O O B-timeRange B-reminder_type O O B-todo I-todo,8
2341,SnoozeAlarm,set the snooze for the monday alarm for 3 times every 5 minutes,O O O O I-timeRange I-timeRange O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,13
2342,ModifyAlarm,Add 15 minutes to that alarm,O B-timeRange I-timeRange O O O,6
2343,SetAlarm,set an alarm for 10 minutes from now,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2344,SetAlarm,Create an alarm called 'mom' and set it for every Sunday at 7 pm,O O O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,14
2345,SetAlarm,Add an alarm for Mondays at 4pm,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2346,SetReminder,Put a fathers day reminder for the 10th,O O B-todo I-todo B-reminder_type B-timeRange I-timeRange I-timeRange,8
2347,SnoozeAlarm,Set my work alarm to snooze for fifteen minutes,O O O O O O B-timeRange I-timeRange I-timeRange,9
2348,SetReminder,Remind me to get my mom a Mother's Day present one week before the holiday,B-reminder_type O O B-todo I-todo I-todo I-todo O I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,15
2349,SetReminder,Remind me of Wednesday's project deadline,B-reminder_type O B-timeRange I-timeRange B-todo I-todo,6
2350,ShowReminders,Show me all reminders for Monday,O O O B-reminder_type B-timeRange I-timeRange,6
2351,ShowAlarms,Show my alarms during weekdays,O O O B-timeRange I-timeRange,5
2352,SnoozeAlarm,please snooze my alarm for 20 minutes,O O O O B-timeRange I-timeRange I-timeRange,7
2353,SetReminder,Remind me to go to Verizon later today,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2354,SetAlarm,set an alarm to go off in twenty minutes,O O O O O O B-timeRange I-timeRange I-timeRange,9
2355,SetReminder,REMIND ME OF MY EARLY MORNING ALARM BEFORE BEDTIME,O O O O B-todo I-todo I-todo B-timeRange I-timeRange,9
2356,SetReminder,Remind me to take out the trash in the morning,O O O B-todo I-todo O I-todo B-timeRange I-timeRange I-timeRange,10
2357,CancelAlarm,delete my alarm for an hour from now,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2358,SetReminder,Remind me to take my medicine twice a day,O O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,9
2359,SetReminder,remind me to call my dad tonight,O O O B-todo I-todo I-todo B-timeRange,7
2360,SetReminder,Remind me to buy that book on amazon tonight,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange,9
2361,SetAlarm,Set an alarm for 6 every weekday morning,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2362,SetAlarm,Set alarm for 15 minutes earlier tonight,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,7
2363,SnoozeAlarm,Snooze alarm for five minutes,O O B-timeRange I-timeRange I-timeRange,5
2364,SetAlarm,Set 3 alarms for every hour after 5 o'clock,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange O,9
2365,SetAlarm,Set alarms for every Tuesday and Thursday at 8am,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2366,SetAlarm,set my alarm every 15 minutes please,O O O B-timeRange I-timeRange I-timeRange O,7
2367,ModifyAlarm,Modify Saturday alarms to an hour later,O B-timeRange O B-timeRange I-timeRange I-timeRange I-timeRange,7
2368,SetAlarm,set alarm for 7 a.m. tomorrow,O O B-timeRange I-timeRange O O O O I-timeRange,9
2369,SetReminder,Reminder: Movie starts at 4:30 pm,B-reminder_type B-todo I-todo B-timeRange O I-timeRange,6
2370,SetReminder,Set a reminder to check the cake in the oven 25 minutes from now,O O B-reminder_type O B-todo O I-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,14
2371,SetAlarm,set alarm 2 hours after,O O B-timeRange I-timeRange O,5
2372,SetReminder,remind me to call Steve about the party,O O O B-todo I-todo I-todo I-todo I-todo,8
2373,CancelReminder,Cancel my reminder for my dog's appointment,O O B-reminder_type O O O I-todo,7
2374,SetReminder,Remind me of my meeting on Thursday at noon,O O O O B-todo B-timeRange I-timeRange I-timeRange I-timeRange,9
2375,SetAlarm,create a new alarm for every 20 minutes,O O O O B-timeRange I-timeRange I-timeRange I-timeRange,8
2376,SetAlarm,Set an alarm one hour from now,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2377,SetReminder,Don't forget Bot to remind me on my appointment to meet my friend,O O O O O O O O B-todo I-todo I-todo I-todo I-todo,13
2378,SetAlarm,alarm me after 15 minutes,O O B-timeRange I-timeRange I-timeRange,5
2379,SetAlarm,set an alarm for every hour,O O O B-timeRange I-timeRange I-timeRange,6
2380,SetReminder,Remind me of my dentist appointment,O O O O B-todo I-todo,6
2381,SetAlarm,Set alarm for 45 minutes,O O B-timeRange I-timeRange I-timeRange,5
2382,ModifyAlarm,Set the alarm for half an hour later on Wednesdays,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,10
2383,CancelReminder,Cancel reminder for dinner next week,O B-reminder_type O B-todo B-timeRange I-timeRange,6
2384,SetAlarm,set an alarm for 6 am tomorrow,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2385,SetReminder,Remind me to go to Chilis after work,O O O B-todo I-todo I-todo O O,8
2386,SetReminder,remind me i have a doctors appointment tomorrow at noon,O O O O O B-todo I-todo B-timeRange I-timeRange I-timeRange,10
2387,SetReminder,remind me to set a reminder to be reminded,O O O O O B-reminder_type B-todo I-todo I-todo,9
2388,SetAlarm,Create a new alarm for tonight,O O O O B-timeRange I-timeRange,6
2389,SetAlarm,Set an alarm for 6 a.m. all this week,O O O B-timeRange I-timeRange O O O O I-timeRange I-timeRange I-timeRange,12
2390,CancelAlarm,Turn off my morning alarm while I am on vacation next week,O O O B-timeRange O O O O O O B-timeRange I-timeRange,12
2391,SetReminder,SET REMINDER TO PICK UP FROM SCHOOL EARLY TOMORROW,O B-reminder_type O B-todo I-todo I-todo I-todo I-todo B-timeRange,9
2392,SetAlarm,Set an alarm for 3 am this morning,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2393,SetAlarm,Set an alarm for my birthday party in 1 hour,O O O O O O O B-timeRange I-timeRange I-timeRange,10
2394,SetReminder,remind me to check into my flight tonight,O O O B-todo I-todo I-todo I-todo B-timeRange,8
2395,SetAlarm,Create an alarm named Start My Twitch.TV Broadcast for 14:00Hrs to reoccur every Saturday and Sunday,O O O O O O O O O O B-timeRange O O O B-timeRange I-timeRange I-timeRange I-timeRange,18
2396,SetAlarm,set alarm for tonight at 8 pm,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,7
2397,ModifyAlarm,Change the alarm for Monday through Thursday from 6 a.m. to 7 a.m. Monday through Friday,O O O B-timeRange O O I-timeRange I-timeRange I-timeRange O O O O I-timeRange I-timeRange O O O O I-timeRange I-timeRange O,22
2398,SetReminder,Remind me to buy eggs at the grocery store after work,O O O B-todo I-todo I-todo I-todo I-todo I-todo O O,11
2399,SetReminder,REMIND ME TO CALL WORK FORCE TOMORROW MORNING,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2400,SetReminder,Remind me to set a timer for 30 minutes,O O O B-todo I-todo I-todo O O O,9
2401,ShowReminders,Give tomorrow's reminders,O B-timeRange B-reminder_type,3
2402,CancelAlarm,delete my alarms for the entire week,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2403,SetAlarm,set alarm every 20 minutes for an hour,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2404,SetReminder,schedule shopping reminder,O B-todo B-reminder_type,3
2405,SetReminder,remind me to pick up my prescription after work,O O O B-todo I-todo I-todo I-todo O O,9
2406,SetAlarm,activate weekend alarm,O B-timeRange O,3
2407,SetReminder,Remind me in the morning to go to the gym,O O B-timeRange O I-timeRange O B-todo I-todo I-todo I-todo,10
2408,SetReminder,remind me of my doctors appointment on thursday,O O O O B-todo I-todo B-timeRange I-timeRange,8
2409,SetReminder,Remind me to go to church Sunday morning at 9AM,O O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,10
2410,SetAlarm,Set a one time alarm for tonight at 9pm,O O O O O B-timeRange I-timeRange I-timeRange I-timeRange,9
2411,SetAlarm,Set recurring alarm for 9am,O O O B-timeRange I-timeRange,5
2412,SetAlarm,Set my alarm for 7am every day this week,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2413,SetAlarm,Set the alarm every 30min for 1 day,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2414,SetReminder,remind me to cancel phone before 3pm,O O O B-todo I-todo B-timeRange I-timeRange,7
2415,SetReminder,remind me to clean the car tomorrow morning,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2416,SetReminder,Set a reminder for Ginas birthday on September 17th,O O B-reminder_type O B-todo I-todo B-timeRange I-timeRange I-timeRange,9
2417,CancelAlarm,Cancel my morning alarm,O O B-timeRange O,4
2418,ModifyAlarm,change alarm from 4 pm to 6 pm,O O B-timeRange I-timeRange O I-timeRange I-timeRange I-timeRange,8
2419,SetReminder,I need a reminder to have drinks with Phil and Doug tonight,O O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo I-todo B-timeRange,12
2420,SetAlarm,set alarm everyday 4.p.m,O O B-timeRange O O O O O,8
2421,SetReminder,Set reminder for volleyball practice every Wednesday at 4pm,O B-reminder_type O B-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,9
2422,SetReminder,remind me to go grocery shopping in the morning,O O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,9
2423,SetAlarm,set recurring alarm for every Friday at 7 am,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2424,SetAlarm,"Set an alarm for 8:00 pm titled ""get up""",O O O B-timeRange O I-timeRange O O O,9
2425,SetReminder,Set a reminder to buy eggs at grocery store,O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo,9
2426,SetAlarm,Set my an alert for two hours from now,O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2427,SetAlarm,set 2 alarms one for 7 am and another one for 7;05,O O O O O I-timeRange I-timeRange O O O B-timeRange O,12
2428,SetReminder,Remind me to complete this survey before tuesday,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2429,SetReminder,add reminder feed sparky 6pm daily,O B-reminder_type B-todo I-todo B-timeRange I-timeRange,6
2430,ShowAlarms,show me tomorrow's alarms,O O B-timeRange O,4
2431,SetAlarm,Set an alarm for tomorrow morning at 8am,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2432,SetAlarm,Turn on an alarm for 15 minutes,O O O O B-timeRange I-timeRange I-timeRange,7
2433,CancelReminder,Cancel my reminder to go grocery shopping,O O B-reminder_type O B-todo I-todo I-todo,7
2434,SetReminder,i need to set a reminder for friday's lunch,O O O O O B-reminder_type B-timeRange I-timeRange B-todo,9
2435,SetReminder,remind me tonight to send my grades in,O O B-timeRange O B-todo I-todo I-todo I-todo,8
2436,CancelReminder,Cancel my reminder for Friday's dinner date,O O B-reminder_type B-timeRange I-timeRange B-todo I-todo,7
2437,CancelReminder,Cancel my reminder for therapy,O O B-reminder_type O B-todo,5
2438,SnoozeAlarm,Can you snooze the alarm for a couple of hours,O O O O O O O B-timeRange I-timeRange I-timeRange,10
2439,SetReminder,"Remind me dine at Pastrami Queen when I am at Upper East Side, New York",O O B-todo O I-todo I-todo O O O I-todo O O O O O O,16
2440,SetAlarm,Set an alarm for 15 minutes from now,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2441,SetAlarm,set my morning alarm for week days only,O O B-timeRange O B-timeRange I-timeRange I-timeRange O,8
2442,CancelAlarm,Turn off my weekend alarm,O O O B-timeRange O,5
2443,SetAlarm,set alarm for every five minutes for 30 minutes,O O O I-timeRange I-timeRange O I-timeRange I-timeRange I-timeRange,9
2444,SetReminder,Remind me to buy a new rug at Walmart tomorrow,O O O B-todo I-todo I-todo I-todo I-todo I-todo B-timeRange,10
2445,SetAlarm,Set alarm to go off in 12 minutes,O O O O O B-timeRange I-timeRange I-timeRange,8
2446,ShowReminders,Remind me of my meeting with Dale at 3 PM today,O O O B-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,11
2447,SetAlarm,Dinner alarm at 5:30,O O B-timeRange O,4
2448,SetReminder,remind me at 8:00 to reset my alarm for tomorrow morning,O O B-timeRange O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,11
2449,CancelReminder,Cancel my reminder to wash my car tomorrow at 5 pm,O O B-reminder_type O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange I-timeRange,11
2450,SetReminder,Remind me to visit the chiropractor tomorrow morning,O O O B-todo I-todo I-todo B-timeRange I-timeRange,8
2451,SetAlarm,Set an alarm for 6 am,O O O B-timeRange I-timeRange I-timeRange,6
2452,SetAlarm,Set stove alarm for 40 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2453,SetReminder,Set up reminder for appointment,O O B-reminder_type O B-todo,5
2454,SetReminder,Remind me to come 15 minutes early for my appointments,O O O B-todo I-todo I-todo I-todo I-todo I-todo I-todo,10
2455,CancelAlarm,Cancel this weeks alarms,O B-timeRange I-timeRange O,4
2456,SetReminder,Set a reminder to go to business meeting at 1:00 PM tomorrow,O O B-reminder_type O O O B-todo I-todo B-timeRange O I-timeRange I-timeRange,12
2457,SetReminder,Remind me to email Joan back tonight,O O O B-todo I-todo I-todo B-timeRange,7
2458,SetAlarm,i want to set an alarm for 2 hours from now,O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,11
2459,SetReminder,Set reminder for August 29th for dentist appointment,O B-reminder_type O I-timeRange I-timeRange B-timeRange B-todo I-todo,8
2460,SetReminder,remind to set an alarm for 5am,O O B-todo I-todo I-todo B-timeRange I-timeRange,7
2461,CancelReminder,Turn off all reminders for today,O O O B-reminder_type B-timeRange I-timeRange,6
2462,SetReminder,remind me to call mmta monday,O O O B-todo I-todo B-timeRange,6
2463,SetAlarm,set my alarm to 5am for the whole week,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2464,SetReminder,Remind me to pick up my dry cleaning on the way home today,O O O B-todo I-todo I-todo I-todo I-todo O O O O B-timeRange,13
2465,ModifyAlarm,Please change alarm to 1 hour,O O O B-timeRange I-timeRange I-timeRange,6
2466,SetAlarm,Set alarm for 5 am every morning this week,O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2467,SetReminder,Remind me to make a vet appointment for next week,O O O B-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,10
2468,ModifyAlarm,Adjust active alarm by minus 9 minutes,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2469,SetAlarm,set alarm for 9:19am next Tuesday,O O B-timeRange O I-timeRange I-timeRange,6
2470,SetAlarm,Set an alarm at 6am and 5 minutes after that,O O O B-timeRange I-timeRange O B-timeRange I-timeRange O O,10
2471,CancelAlarm,cancel my friday morning alarms,O O B-timeRange I-timeRange O,5
2472,SetReminder,set reminder for my wife birthday,O B-reminder_type O B-todo I-todo I-todo,6
2473,SetReminder,REMIND ME TO GET GAS ON THE WAY HOME,B-reminder_type O O B-todo I-todo I-todo I-todo I-todo I-todo,9
2474,SetAlarm,I need an alarm set to get up at 7 in the morning,O O O O O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,13
2475,SetAlarm,set an alarm 2 hours from now,O O O B-timeRange I-timeRange I-timeRange I-timeRange,7
2476,SetAlarm,Set an alarm for every saturday morning at 8,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,9
2477,SetAlarm,set alarm 7 minutes,O O B-timeRange I-timeRange,4
2478,SetAlarm,Set alarm from 4 pm today,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2479,SetAlarm,Set my alarm for 5 a.m. monday through friday this week,O O O B-timeRange I-timeRange O O O O I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,14
2480,SetAlarm,Set alarm for 6 a.m Saturday the 12th,O O B-timeRange I-timeRange O O O I-timeRange I-timeRange I-timeRange,10
2481,SetAlarm,set an alarm for tomorrow morning at 6,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2482,ModifyAlarm,Change alarm from tonight at 8 p.m. to tonight at 9 p.m,O O B-timeRange O O I-timeRange O O O O I-timeRange I-timeRange I-timeRange I-timeRange O O O,17
2483,SetReminder,Remind me to take Prozac tonight,O O O B-todo I-todo B-timeRange,6
2484,SetReminder,Would you please remind me to make my appointment tomorrow early afternoon,O O O O O O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,12
2485,SnoozeAlarm,snooze the alarm for 15 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2486,ModifyAlarm,Change my alarm from 5:00 p.m. to 6:00 p.m,O O O B-timeRange O O O O O I-timeRange O O O O,14
2487,SetReminder,Remind me of my interview at 9 tonight,O O O O B-todo B-timeRange I-timeRange I-timeRange,8
2488,SetAlarm,Set alarm for 5am for monday and wednesday next week,O O O I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,10
2489,SetAlarm,Set alarm for 5 am Morning,O O B-timeRange I-timeRange I-timeRange I-timeRange,6
2490,ShowReminders,Show my reminder about the first day of school,O O B-reminder_type O B-todo I-todo I-todo I-todo I-todo,9
2491,SnoozeAlarm,Snooze all alarms for 20 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2492,CancelReminder,Turn my reminder about Monday's appointment off,O O B-reminder_type O O I-todo O,7
2493,CancelAlarm,cancel Saturdays alarm,O B-timeRange O,3
2494,SetReminder,Remind me of Krista's birthday tomorrow morning at 9,O O O O I-todo B-timeRange I-timeRange I-timeRange I-timeRange,9
2495,ModifyAlarm,set alarm to go off 10 minutes early,O B-timeRange O O O B-timeRange I-timeRange I-timeRange,8
2496,SetAlarm,Set alarm for 5 p.m. tonight,O O B-timeRange I-timeRange O O O O I-timeRange,9
2497,SetReminder,Remind me of my playdate next Tuesday with Mona at noon,O O O O B-todo B-timeRange I-timeRange O O B-timeRange I-timeRange,11
2498,SetReminder,remind me to go to grocery store after work,O O O B-todo I-todo I-todo I-todo O O,9
2499,CancelAlarm,Turn Monday's alarm off,O B-timeRange O O,4
2500,SetReminder,Remind me to take medications daily,O O O O B-todo B-timeRange,6
2501,SetReminder,remind me to call my wife when I leave work,O O O B-todo I-todo I-todo O O O O,10
2502,SetAlarm,set a wake up alarm tomorrow at 8:30,O O O O O B-timeRange I-timeRange O,8
2503,SetReminder,Please set a reminder for me to clean up this afternoon,O O O B-reminder_type O O O B-todo I-todo B-timeRange I-timeRange,11
2504,SetAlarm,Set alarm for 6:30 am Monday thru Friday,O O B-timeRange O I-timeRange I-timeRange I-timeRange I-timeRange,8
2505,SetReminder,Set a reminder to buy new internet after August 20th,O O B-reminder_type O B-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,10
2506,CancelAlarm,I NEED TO CANCEL THE 30 MINUTE ALARM ,O O O O B-timeRange I-timeRange I-timeRange O,8
2507,SetReminder,Remind me to finish my math homework due tonight at midnight,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange I-timeRange,11
2508,SetReminder,Remind me to do deliveries tomorrow,O O O O B-todo B-timeRange,6
2509,SetAlarm,Set alarm for 6:00am Monday through Friday,O O B-timeRange O I-timeRange I-timeRange I-timeRange,7
2510,CancelReminder,cancel tomorrows doctors appointment reminder,O B-timeRange B-todo I-todo B-reminder_type,5
2511,SetReminder,Remind me to buy a birthday card after work,B-reminder_type O O B-todo I-todo I-todo I-todo I-todo I-todo,9
2512,SetReminder,Remind me to buy eggs when I get to walmart,O O O B-todo I-todo I-todo I-todo I-todo I-todo I-todo,10
2513,SetAlarm,Set an alarm at 11am for weekend days,O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,8
2514,SetAlarm,set me alarm in 30 minutes,O O O B-timeRange I-timeRange I-timeRange,6
2515,ModifyAlarm,change my alarm just for tomorrow to seven forty five am,O O O O B-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange I-timeRange,11
2516,SetAlarm,Set a 7:30 am alarm,O O B-timeRange I-timeRange O,5
2517,CancelReminder,Cancel tomorrow's reminders,O B-timeRange B-reminder_type,3
2518,SetAlarm,Wake me up in 3 hours,O O O B-timeRange I-timeRange I-timeRange,6
2519,CancelReminder,Clear my walk the dog reminder,O O B-todo I-todo I-todo B-reminder_type,6
2520,CancelReminder,cancel my reminder for my flight to newyork city at 6pm,O O B-reminder_type O O B-todo I-todo I-todo I-todo B-timeRange I-timeRange,11
2521,SetReminder,Remind me to email Dad tonight,O O O B-todo I-todo B-timeRange,6
2522,ShowAlarms,show me next week's alarms,O O B-timeRange I-timeRange O,5
2523,SetAlarm,Set a gym alarm for 5am,O O O O B-timeRange I-timeRange,6
2524,CancelAlarm,cancel tomorrow's alarm,O B-timeRange O,3
2525,SetReminder,remind me to pick up sara from daycare tonight at 4:30,O O O B-todo I-todo I-todo I-todo I-todo B-timeRange I-timeRange O,11
